hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
698,O,2022,,DB/BR,F,05/23/2022,Munnings,Storm Crossing,1017,Tiznow,"Envision Equine, Agent",,Envision Equine,NY,A,OUT,,,04/18/2024,,,,,,
699,O,2022,,CH,C,02/16/2022,Justify,Storm Dixie,1018,Catienus,"Tom McCrocklin, Agent VIII",,Tom McCrocklin,KY,18,OUT,,,04/08/2024,,,,,,
700,I,2022,,B,C,03/09/2022,Honor A. P.,Storm Hearted,1019,Lion Hearted,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,"David Wolochuk, Agent",90000,,,10.3," 1/8",04/12/2024,2,82,
701,O,2022,,CH,F,02/03/2022,Candy Ride (ARG),Story Untold,1020,Old Fashioned,"de Meric Sales, Agent III",,de Meric Sales,KY,12,OUT,,,04/17/2024,,,,,,
702,I,2022,,B,C,02/08/2022,Rowayton,Streak of Kitten,1021,Kitten's Joy,"Hoppel LLC, Agent XXI",,Hoppel LLC,PA,7,"Bouresly Group, Nabil Erian, Agent",25000,,,10.2," 1/8",04/12/2024,2,87,
703,O,2022,,DB/BR,F,04/05/2022,Violence,Street Flirt,1022,Street Boss,"Longoria Training & Sales, Agent I",,Longoria Training & Sales,KY,13,OUT,,,04/18/2024,,,,,,
704,O,2022,,DB/BR,F,05/06/2022,Not This Time,Street Surrender,1023,Street Boss,"Richardson Bloodstock, Agent",,Richardson Bloodstock,KY,D,OUT,,,04/12/2024,,,,,,
705,I,2022,,CH,C,01/23/2022,Khozan,Strong Azteca,1024,Strong Mandate,"GOP Racing Stable Corp., Agent II",,GOP Racing Stable Corp.,FL,16,RM 18 Stable LLC,47000,,,10.1," 1/8",04/12/2024,2,89,
706,I,2022,,DB/BR,C,02/02/2022,Union Rags,Struck It Lucky,1025,Smart Strike,"AVP Training and Sales, Agent",,AVP Training and Sales,KY,14,"Pedro Lanz, Agent",25000,,,10.2," 1/8",04/12/2024,2,63,
707,I,2022,,CH,F,04/01/2022,Vekoma,Study Hard,1026,Malibu Moon,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,Michael P. Warnick,120000,,,10.1," 1/8",04/12/2024,1,51,
708,I,2022,,DB/BR,F,04/06/2022,Constitution,Subtlety (ARG),1027,Easing Along,"Randy Miles, Agent XIX",,Randy Miles,KY,19,RNA,-45000,,,10.4," 1/8",04/12/2024,2,98,
709,I,2022,,DB/BR,F,02/20/2022,Hard Spun,Sudestada,1028,Street Cry (IRE),"On The Run Sales, Agent I",,On The Run Sales,KY,14,Charles Fiumano,40000,Y,,10.2," 1/8",04/12/2024,3,117,
710,I,2022,,CH,F,03/07/2022,Connect,Sullivyn's Rose,1029,Bernardini,"Randy Bradshaw, Agent V",,Randy Bradshaw,KY,3,Champion Racing Stable,6000,,,10.4," 1/8",04/12/2024,3,138,
711,I,2022,,CH,C,05/01/2022,Good Samaritan,Summer Chant,1030,Summer Bird,"Sweet River Thoroughbreds, Agent I",,Sweet River Thoroughbreds,KY,E,S.R.O.A (KOID),35000,,,10.2," 1/8",04/12/2024,1,52,
712,I,2022,,B,C,03/01/2022,Authentic,Summer Luck,1031,Lookin At Lucky,"Six K's Training & Sales LLC, Agent IV",,Six K's Training & Sales LLC,KY,20,"Kenneth L. Ramsey - Agent, Nolan Ramsey",175000,,,10.1," 1/8",04/12/2024,1,53,
713,O,2022,,DB/BR,C,04/30/2022,Thousand Words,Summer of Joy,1032,Sky Mesa,"Centofanti Thoroughbreds, Agent II",,Centofanti Thoroughbreds,KY,16,OUT,,,04/12/2024,,,,,,
714,O,2022,,B,F,02/28/2022,Promises Fulfilled,Summer's Indy,1033,Take Charge Indy,"All Dreams Equine, Agent",,All Dreams Equine,KY,20,OUT,,,03/27/2024,,,,,,
715,I,2022,,CH,F,04/08/2022,Gift Box,Summertimemischief,1034,Into Mischief,"Cary Frommer LLC, Agent",,Cary Frommer LLC,KY,9,RNA,-25000,,,10.3," 1/8",04/12/2024,2,74,
716,O,2022,,DB/BR,C,03/08/2022,Twirling Candy,Summer Vacation,1035,Eskendereya,"Randy Miles, Agent XX",,Randy Miles,KY,19,OUT,,,04/05/2024,,,,,,
717,I,2022,,DB/BR,C,05/07/2022,War of Will,Sunday Sonnet,1036,Any Given Saturday,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"Cherie DeVaux, Agent",400000,,,10.0," 1/8",04/12/2024,1,21,
718,I,2022,,B,C,03/21/2022,War Front,Sunny Dale,1037,Medaglia d'Oro,"James Layden, Agent I",,James Layden,NY,9,RNA,-95000,,,10.2," 1/8",04/12/2024,3,120,
719,O,2022,,B,F,02/23/2022,Bolt d'Oro,Sunnysammi,1038,First Defence,"Blazing Meadows Farm LLC, Agent I",,Blazing Meadows Farm LLC,KY,17,OUT,,,04/12/2024,,,,,,
720,I,2022,,CH,C,04/29/2022,Game Winner,Sunrise Kitty,1039,Cowtown Cat,"Kings Equine, Agent I",,Kings Equine,KY,1,Kevin Buttigieg,23000,,,10.3," 1/8",04/12/2024,2,93,
721,I,2022,,GR/RO,C,04/26/2022,Volatile,Super Allison,1040,Super Saver,"Randy Miles, Agent VI",,Randy Miles,KY,19,"Phil D'Amato, Agent",320000,,,10.1," 1/8",04/12/2024,1,9,
722,I,2022,Micanopy,B,C,02/28/2022,Khozan,Supercommittee,1041,The Factor,"Craig L. Wheeler, Agent",,Craig L. Wheeler,FL,3,Christian D. Maingot,40000,Y,,10.3," 1/8",04/12/2024,2,60,
723,O,2022,,DB/BR,F,02/01/2022,Authentic,Suraya,1042,Tiznow,"Niall Brennan Stables, Agent XI",,Niall Brennan Stables,KY,8,OUT,,,04/18/2024,,,,,,
724,O,2022,,B,C,04/21/2022,Complexity,Suremeantto,1043,Candy Ride (ARG),"Best A Luck Farm LLC, Agent I",,Best A Luck Farm LLC,MD,3,OUT,,,04/18/2024,,,,,,
725,I,2022,,B,C,02/26/2022,Liam's Map,Surf Siren,1044,Bernardini,"Richardson Bloodstock, Agent",,Richardson Bloodstock,KY,D,RNA,-190000,,,10.1," 1/8",04/12/2024,1,25,
726,I,2022,,B,F,01/17/2022,City of Light,Sutro,1045,Violence,"Mayberry Farm, Agent",,Mayberry Farm,KY,B,Ball 4 Group,220000,,,10.1," 1/8",04/12/2024,1,6,
727,I,2022,,DB/BR,F,04/11/2022,Global Campaign,Swampoodle,1046,Broken Vow,"White Lilac (Katie Miranda), Agent II",,White Lilac (Katie Miranda),KY,17,RNA,-90000,,,10.1," 1/8",04/12/2024,1,29,
728,I,2022,,DB/BR,F,03/29/2022,Mendelssohn,Swan of the Nile,1047,Pioneerof the Nile,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,C.H.P.R.,20000,,,10.1," 1/8",04/14/2024,2,103,
729,O,2022,,B,F,02/22/2022,Cairo Prince,Sweeping Cherry,1048,Tonalist,"Majestic, Agent IV",,Majestic,KY,13,OUT,,,04/17/2024,,,,,,
730,O,2022,Boston Ben,DB/BR,C,02/12/2022,Aurelius Maximus,Sweet Alice Benbow,1049,Wildcat Heir,"Longoria Training & Sales, Agent",,Longoria Training & Sales,LA,13,OUT,,,04/18/2024,,,,,,
731,O,2022,,B,C,05/17/2022,Authentic,Sweet Assassin,1050,Tapit,"Niall Brennan Stables, Agent XVII",,Niall Brennan Stables,KY,8,OUT,,,04/18/2024,,,,,,
732,I,2022,,CH,C,04/23/2022,Munnings,Sweet Awakening,1051,Street Cry (IRE),"Top Line Sales LLC, Agent XXXIX",,Top Line Sales LLC,KY,1,"Bouresly Group, Nabil Erian, Agent",27000,,,10.2," 1/8",04/12/2024,2,72,
733,I,2022,,CH,F,03/20/2022,Tiz the Law,Sweetbaby,1052,Candy Ride (ARG),"Caliente Thoroughbreds, Agent",,Caliente Thoroughbreds,KY,E,"Klaravich Stable, Inc.",300000,,,10.0," 1/8",04/12/2024,1,24,
734,I,2022,More Bliss,B,F,04/02/2022,Uncle Mo,Sweet Bliss,1053,Street Cry (IRE),"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXXI",,Wavertree Stables,KY,5,ATM Racing LLC,27000,Y,,10.2," 1/8",04/12/2024,1,34,
735,I,2022,,DB/BR,F,04/14/2022,Bolt d'Oro,Sweet Citizen,1054,Proud Citizen,"Blazing Meadows Farm LLC, Agent I",,Blazing Meadows Farm LLC,KY,17,RNA,-22000,,,10.2," 1/8",04/12/2024,2,101,
736,O,2022,,GR/RO,C,05/09/2022,Volatile,Sweet Factory,1055,Candy Ride (ARG),"Adios Amigos, Agent",,Adios Amigos,KY,14,OUT,,,03/26/2024,,,,,,
737,O,2022,,B,C,04/02/2022,Maximus Mischief,Sweetie Tiy,1056,Langfuhr,"Mayberry Farm, Agent IV",,Mayberry Farm,KY,B,OUT,,,04/18/2024,,,,,,
738,I,2022,,CH,C,04/28/2022,Tapit,Sweet N Discreet,1057,Discreet Cat,"de Meric Sales, Agent XXV",,de Meric Sales,KY,12,RNA,-435000,,,10.1," 1/8",04/12/2024,1,3,
739,I,2022,,DB/BR,F,04/25/2022,Liam's Map,Sweet Nina,1058,Tiznow,"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,New Babby Stables,110000,Y,,10.2," 1/8",04/12/2024,3,135,
740,O,2022,Sweet Gold,B,F,01/24/2022,Bolt d'Oro,Sweet Offer,1059,Candy Ride (ARG),"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,OUT,,,03/18/2024,,,,,,
741,I,2022,,B,C,03/12/2022,Complexity,Swirls,1060,Leroidesanimaux (BRZ),"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,RNA,-125000,,,10.2," 1/8",04/12/2024,2,109,
742,I,2022,,GR/RO,F,02/15/2022,Gun Runner,Table Three Ten,1061,El Prado (IRE),Hartley / DeRenzo Thoroughbreds LLC,,Hartley / DeRenzo Thoroughbreds LLC,KY,5,RNA,-250000,,,10.0," 1/8",04/12/2024,1,19,
743,I,2022,Take,DB/BR,C,03/31/2022,Gunnevera,Tackarous,1062,Kantharos,"Parrish Farms, Agent",,Parrish Farms,FL,14,"Klaravich Stable, Inc.",40000,,,10.2," 1/8",04/12/2024,3,114,
744,I,2022,,B,F,04/07/2022,Game Winner,Tail Feather,1063,War Front,Ebenezer Equine LLC,,Ebenezer Equine LLC,KY,15,RNA,-27000,,,10.3," 1/8",04/12/2024,2,66,
745,I,2022,Power Grab,B,C,05/16/2022,Higher Power,Take Care Babe,1064,Flatter,"Kilbride Stables, Agent I",,Kilbride Stables,KY,9,John P. Warren,45000,,,10.3," 1/8",04/12/2024,2,100,
746,O,2022,,CH,F,05/14/2022,Speightstown,Taking Aim,1065,Trappe Shot,"Mayberry Farm, Agent III",,Mayberry Farm,KY,B,OUT,,,04/18/2024,,,,,,
747,I,2022,Prize Runner,DB/BR,F,04/11/2022,Battalion Runner,Talavista,1066,Deputy Wild Cat,"Victory Stable, Agent I",,Victory Stable,FL,A,S.R.O.A (KOID),25000,,,10.3," 1/8",04/12/2024,1,56,
748,O,2022,,DB/BR,F,02/24/2022,Mo Town,Tale Untold,1067,Tale of the Cat,"1880 Bloodstock, Agent, III",,1880 Bloodstock,KY,15,OUT,,,04/18/2024,,,,,,
749,I,2022,,GR/RO,F,04/26/2022,Tapwrit,Talk Softly,1068,Malibu Moon,"Global Thoroughbreds LLC, Agent",,Global Thoroughbreds LLC,KY,15,C.H.P.R.,20000,Y,,10.2," 1/8",04/12/2024,2,78,
750,O,2022,,CH,F,02/04/2022,Curlin,Talk Veuve to Me,1069,Violence,"Eddie Woods, Agent for Stonestreet Bred & Raised",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
751,O,2022,,B,F,02/15/2022,Authentic,Tan and Tight,1071,Uncle Mo,"Lucan Bloodstock (Karl Keegan), Agent IV",,Lucan Bloodstock (Karl Keegan),KY,18,OUT,,,04/13/2024,,,,,,
752,I,2022,,B,F,01/01/2022,Central Banker,Tanmawwy,1070,Candy Ride (ARG),"Wavertree Stables, Inc. (Ciaran Dunne), Agent VII",,Wavertree Stables,NY,5,"Team Hanley & 30 Year Farm, BSW/Crow, Agent",140000,,,9.4," 1/8",04/12/2024,1,2,
753,I,2022,,B,F,04/28/2022,Game Winner,Taparelli,1072,Tapit,Fast Horses,,Fast Horses,KY,D,Joker Racing LLC,40000,Y,,10.1," 1/8",04/12/2024,1,35,
754,I,2022,,B,C,03/24/2022,Unified,Tapin Through Life,1073,Tapit,"Fabian Sales LLC, Agent II",,Fabian Sales LLC,KY,D,RNA,-14000,,,10.4," 1/8",04/12/2024,2,75,
755,O,2022,,B,F,04/12/2022,Uncle Mo,Tapital Gains,1074,Tapit,"James Layden, Agent II",,James Layden,PA,9,OUT,,,04/15/2024,,,,,,
756,O,2022,,B,F,02/25/2022,McKinzie,Tapped,1075,Tapit,"Cesar Loya Training & Sales, Agent II",,Cesar Loya Training & Sales,KY,1,OUT,,,04/18/2024,,,,,,
757,I,2022,,B,C,04/02/2022,McKinzie,Tap Tap Taparoo,1076,Tapit,"Top Line Sales LLC, Agent VI",,Top Line Sales LLC,KY,1,"Kent Sweezey, Agent",37000,,,10.0," 1/8",04/12/2024,1,20,
758,I,2022,,B,F,04/08/2022,Flatter,Tara Court,1077,Giant's Causeway,"Scanlon Training & Sales, Agent XVI",,Scanlon Training & Sales,KY,10,"Nick J Hines, Agent",27000,Y,,10.3," 1/8",04/12/2024,1,30,
759,I,2022,,B,C,04/25/2022,Flatter,Tattersail,1078,Twirling Candy,"Top Line Sales LLC, Agent XXV",,Top Line Sales LLC,KY,1,Louis Linder Jr.,50000,,,10.3," 1/8",04/12/2024,3,113,
760,I,2022,,B,C,02/14/2022,Global Campaign,Tattlesheet,1079,Indian Charlie,"de Meric Sales, Agent XXXVII",,de Meric Sales,LA,12,Mo Speed Racing LLC,110000,,,10.2," 1/8",04/12/2024,2,91,
761,O,2022,,B,C,02/24/2022,Mo Town,Taylor's Wildcat,1080,Tale of the Cat,Shamrock Stables LLC,,Shamrock Stables LLC,KY,18,OUT,,,04/17/2024,,,,,,
762,I,2022,,GR/RO,C,03/17/2022,Caracaro,Tea Light,1081,Right Rigger,"Envision Equine, Agent",,Envision Equine,KY,A,Triton Thoroughbreds LLC,65000,,,10.1," 1/8",04/12/2024,3,127,
763,I,2022,,B,C,04/03/2022,War of Will,Tenacious Tina,1082,Benchmark,"White Lilac (Katie Miranda), Agent I",,White Lilac (Katie Miranda),KY,17,"Donna & Dan Hurtak, Agents for Joseph G. Bucci",72000,,,10.0," 1/8",04/12/2024,3,137,
764,I,2022,,B,C,03/03/2022,Laoban,Ten Demerits,1083,Into Mischief,"Top Line Sales LLC, Agent XVIII",,Top Line Sales LLC,FL,1,Lisa Reed,15000,Y,,10.2," 1/8",04/12/2024,1,38,
765,I,2022,,B,C,03/08/2022,Street Boss,Tensas Salt,1084,Salt Lake,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,LA,J,"Mike Maker, Agent",90000,,,10.1," 1/8",04/12/2024,1,4,
766,O,2022,,B,C,04/11/2022,Practical Joke,Tent City,1085,Desert Party,"Cesar Loya Training & Sales, Agent I",,Cesar Loya Training & Sales,NY,1,OUT,,,04/08/2024,,,,,,
767,I,2022,,GR/RO,C,03/29/2022,Bucchero,Test My Love,1086,Bellamy Road,"Tom McCrocklin, Agent XXIII",,Tom McCrocklin,FL,18,Kelsey Danner / /Michelle Shaw,35000,Y,,21.4," 1/4",04/12/2024,3,121,
768,I,2022,,DB/BR,F,01/27/2022,Gormley,Text Queen,1087,Strong Hope,"Randy Miles, Agent XXIII",,Randy Miles,KY,19,Commonwealth New Era Racing,60000,,,10.2," 1/8",04/12/2024,3,128,
769,O,2022,,B,C,03/23/2022,Improbable,Thats Our Princess,1088,Curlin,"Majestic, Agent II",,Majestic,KY,13,OUT,,,04/17/2024,,,,,,
770,O,2022,,GR/RO,C,02/25/2022,Tapit,The Blonde Peque,1089,Giant's Causeway,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,OUT,,,04/11/2024,,,,,,
771,O,2022,,B,F,02/11/2022,Mendelssohn,The Cat's Reach,1090,Bernstein,"Richardson Bloodstock, Agent",,Richardson Bloodstock,KY,D,OUT,,,04/18/2024,,,,,,
772,O,2022,,DB/BR,C,01/29/2022,Ghostzapper,The Great Johanna,1091,Teuflesberg,"Top Line Sales LLC, Agent XLVIII",,Top Line Sales LLC,NY,1,OUT,,,04/12/2024,,,,,,
773,O,2022,,GR/RO,F,03/11/2022,Gift Box,The Last Meow,1092,Storm Cat,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,IN,J,OUT,,,04/08/2024,,,,,,
774,O,2022,Boundfortrouble,DB/BR,C,04/24/2022,World of Trouble,The Niagara Queen,1093,Langfuhr,"Top Line Sales LLC, Agent I",,Top Line Sales LLC,KY,1,OUT,,,04/07/2024,,,,,,
775,O,2022,,B,C,04/06/2022,Mendelssohn,Theperfectvow,1094,Majesticperfection,"S B M Training and Sales, Agent VII",,S B M Training and Sales,IA,2,OUT,,,04/18/2024,,,,,,
776,O,2022,,DB/BR,F,03/26/2022,Mitole,There Is No Limit,1095,Johannesburg,"Omar Ramirez Bloodstock, Agent XX",,Omar Ramirez Bloodstock,KY,17,OUT,,,04/18/2024,,,,,,
777,I,2022,,B,C,02/28/2022,Awesome Slew,The Shady Lady,1096,Quality Road,Ocala Stud,,Ocala Stud,FL,4,ARION (K.O.I.D),100000,,,21.1," 1/4",04/12/2024,1,11,
778,O,2022,,DB/BR,C,04/07/2022,Munnings,The War Department,1097,Lost Soldier,"Pick View LLC, Agent VIII",,Pick View LLC,KY,G,OUT,,,04/18/2024,,,,,,
779,I,2022,,DB/BR,C,04/15/2022,Candy Ride (ARG),This Cat Can Dance,1098,Vindication,"Tom McCrocklin, Agent XXVI",,Tom McCrocklin,KY,18,JC Racing Stable LLC,30000,,,21.4," 1/4",04/12/2024,2,85,
780,O,2022,,DB/BR,F,04/10/2022,Spun to Run,Three Quarter Time,1099,Tiznow,"Julie Davies LLC, Agent III",,Julie Davies LLC,KY,7,OUT,,,04/18/2024,,,,,,
781,I,2022,,B,F,04/16/2022,Malibu Moon,Tiamaria,1100,Harlan's Holiday,Golden Thoroughbreds Training and Sales,,Golden Thoroughbreds Training and Sales,KY,B,Roberto Stipa,45000,Y,,10.2," 1/8",04/12/2024,2,83,
782,O,2022,,B,F,04/15/2022,Maclean's Music,Tight Lipped,1101,Kissin Kris,"Halcyon Hammock Farm, Agent II",,Halcyon Hammock Farm,KY,2,OUT,,,04/18/2024,,,,,,
783,I,2022,,B,C,04/15/2022,Kessaar (IRE),Tilly Two (IRE),1102,Approve (IRE),"Top Line Sales LLC, Agent XXII",,Top Line Sales LLC,IRE,1,Pam Schutz & Jimmy Connolly,10000,,,10.4," 1/8",04/12/2024,2,102,
784,O,2022,,B,C,05/11/2022,Bolt d'Oro,Timeless Treasure,1103,Drosselmeyer,"Best A Luck Farm LLC, Agent IX",,Best A Luck Farm LLC,MD,3,OUT,,,04/15/2024,,,,,,
785,O,2022,,GR/RO,F,02/02/2022,Liam's Map,Time to Flirt,1104,Flatter,"Parrish Farms, Agent",,Parrish Farms,KY,14,OUT,,,04/18/2024,,,,,,
786,I,2022,,CH,C,04/30/2022,Volatile,Tippany,1105,Tapit,Shooting Star Sales LLC,,Shooting Star Sales LLC,KY,G,"Klaravich Stable, Inc.",150000,,,21.2," 1/4",04/12/2024,1,50,
787,I,2022,,B,C,03/16/2022,Bolt d'Oro,Tipping Point,1106,Speightstown,"Top Line Sales LLC, Agent XVII",,Top Line Sales LLC,KY,1,Reeves Thoroughbred Racing,330000,,,9.3," 1/8",04/12/2024,1,7,
788,I,2022,,B,C,03/28/2022,Maximus Mischief,Title Winner,1107,Tiz Wonderful,"Grade One Investments LLC, Agent VI",,Grade One Investments LLC,KY,14,Evan Trommer,55000,,,10.2," 1/8",04/12/2024,3,125,
789,O,2022,,DB/BR,F,03/28/2022,Improbable,Tiz Blu,1108,Tiznow,"Pick View LLC, Agent XI",,Pick View LLC,KY,G,OUT,,,04/05/2024,,,,,,
790,O,2022,,DB/BR,F,05/11/2022,Omaha Beach,Tiz Briska,1109,Tiznow,"Harris Training Center LLC, Agent IV",,Harris Training Center LLC,KY,13,OUT,,,04/18/2024,,,,,,
791,O,2022,,B,F,03/10/2022,Gunnevera,Tizlot,1110,Tiznow,"de Meric Sales, Agent VIII",,de Meric Sales,FL,12,OUT,,,04/18/2024,,,,,,
792,I,2022,,B,F,04/24/2022,Twirling Candy,Tiz Rae Anna,1111,Tiz Wonderful,"Gene Recio, Agent V",,Gene Recio,KY,17,Calumet Farm,135000,,,10.1," 1/8",04/12/2024,1,48,
793,I,2022,,CH,F,01/23/2022,Echo Town,Tiz the Argument,1112,Closing Argument,"Top Line Sales LLC, Agent XX",,Top Line Sales LLC,KY,1,RNA,-25000,,,10.2," 1/8",04/12/2024,3,129,
794,I,2022,,GR/RO,F,04/23/2022,Liam's Map,Tizway That Way,1113,Tizway,"Cortez Racing & Sales, Agent IV",,Cortez Racing & Sales,KY,16,Ramon Minguet,15000,Y,,10.2," 1/8",04/12/2024,2,67,
795,I,2022,,GR/RO,C,02/21/2022,Instagrand,Tomato Bisque,1114,Macho Uno,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VII",,Wavertree Stables,KY,5,"Mike Maker, Agent",35000,Y,,10.2," 1/8",04/12/2024,1,55,
796,O,2022,,GR/RO,C,01/28/2022,Volatile,Topaz Bride,1115,Tiznow,"1880 Bloodstock, Agent, II",,1880 Bloodstock,KY,15,OUT,,,04/18/2024,,,,,,
797,I,2022,,DB/BR,F,05/01/2022,Volatile,Top Hat Tango,1116,Graydar,"de Meric Sales, Agent XXVII",,de Meric Sales,KY,12,Okada Stud,85000,,,10.3," 1/8",04/12/2024,2,104,
798,I,2022,,B,C,05/05/2022,Vekoma,Topic,1117,Discreet Cat,"Ortiz Training Stable LLC, Agent I",,Ortiz Training Stable LLC,KY,B,C.H.P.R.,11000,,,22.1," 1/4",04/12/2024,3,119,
799,I,2022,,B,F,05/24/2022,Vekoma,Top Mission,1118,Noble Mission (GB),"S G V Thoroughbreds LLC (Steven Venosa), Agent",,S G V Thoroughbreds LLC (Steven Venosa),KY,10,D. J. Stable LLC,200000,,,10.1," 1/8",04/12/2024,2,103,
800,I,2022,,B,F,03/19/2022,Authentic,Tossup,1119,Pioneerof the Nile,"Eddie Woods, Agent XXXV",,Eddie Woods,KY,11,Champion Racing Stable,20000,Y,,10.3," 1/8",04/12/2024,3,136,
801,O,2022,,CH,C,01/08/2022,Mitole,Touch of Emma,1120,Midas Touch (GB),"Halcyon Hammock Farm, Agent I",,Halcyon Hammock Farm,OH,2,OUT,,,04/13/2024,,,,,,
802,I,2022,,B,C,03/27/2022,Honor A. P.,Trade Agreement,1121,Will Take Charge,"Niall Brennan Stables, Agent",,Niall Brennan Stables,NY,8,"Michael Dubb, Atlas Bloodstock, Agent",125000,Y,,10.2," 1/8",04/12/2024,1,5,
803,O,2022,,B,F,03/24/2022,Outwork,Translator,1122,Posse,"Golden Rock Thoroughbreds, Agent V",,Golden Rock Thoroughbreds,KY,14,OUT,,,04/05/2024,,,,,,
804,I,2022,,GR/RO,F,01/28/2022,Liam's Map,Trapezium,1123,Hard Spun,"de Meric Sales, Agent XXVIII",,de Meric Sales,KY,12,"Johnny Boy Sacco, Agent for Politano",17000,,,G,,04/12/2024,3,133,
805,O,2022,,DB/BR,F,04/18/2022,Complexity,Trappingsofsilver,1124,Trappe Shot,CM Thoroughbreds,,CM Thoroughbreds,KY,C,OUT,,,04/18/2024,,,,,,
806,I,2022,,B,F,02/16/2022,War of Will,Treasured Up,1125,Medaglia d'Oro,"Blazing Meadows Farm LLC, Agent I",,Blazing Meadows Farm LLC,KY,17,"McMahon and Hill Bloodstock, Agent",30000,,,10.3," 1/8",04/12/2024,3,130,
807,I,2022,,B,F,01/26/2022,Authentic,Trenchtown Cat,1126,Discreet Cat,"Majestic, Agent XI",,Majestic,KY,13,Swynford Management LLC,45000,Y,,10.1," 1/8",04/12/2024,2,58,
808,O,2022,,B,F,04/07/2022,Enticed,Tres Osos,1127,Malibu Moon,"Top Line Sales LLC, Agent XLVII",,Top Line Sales LLC,KY,1,OUT,,,04/18/2024,,,,,,
809,I,2022,Queen of Soul,DB/BR,F,03/23/2022,Seeking the Soul,Tribecky,1128,Saint Liam,"Majestic, Agent XX",,Majestic,FL,13,Lauren Robson,22000,,,10.2," 1/8",04/12/2024,2,108,
810,I,2022,,CH,F,02/11/2022,Khozan,Trippi Honor,1129,Trippi,"Ocala Stud, Agent",,Ocala Stud,FL,4,Ramon Morales,11000,,,22.3," 1/4",04/12/2024,2,90,
811,I,2022,,CH,C,04/17/2022,Authentic,True Elegance,1130,Distorted Humor,"Golden Rock Thoroughbreds, Agent X",,Golden Rock Thoroughbreds,KY,14,Fast Horses,180000,,,10.0," 1/8",04/12/2024,1,40,
812,I,2022,,GR/RO,C,04/09/2022,Cairo Prince,True Martha,1131,Creative Cause,"Randy Miles, Agent XVIII",,Randy Miles,KY,19,Travin Stable,35000,,,10.2," 1/8",04/12/2024,1,46,
813,O,2022,,DB/BR,C,04/09/2022,Instilled Regard,True to You,1132,Scat Daddy,"Hidden Brook, Agent X",,Hidden Brook,KY,6,OUT,,,04/18/2024,,,,,,
814,I,2022,,GR/RO,C,05/02/2022,Complexity,Try to Catch Her,1133,Broken Vow,"Longoria Training & Sales, Agent I",,Longoria Training & Sales,KY,13,Michael Kares & S. O. K. Racing,280000,,,10.0," 1/8",04/12/2024,1,10,
815,I,2022,,B,C,04/01/2022,Honest Mischief,Tuberose,1134,Candy Ride (ARG),"L. G., Agent I",,L. G.,FL,1,RNA,-27000,,,10.0," 1/8",04/12/2024,2,106,
816,O,2022,,CH,F,02/24/2022,Mitole,Tulsa,1135,Zensational,"Hernandez Stables Inc., Agent",,Hernandez Stables Inc.,ON,E,OUT,,,04/18/2024,,,,,,
817,I,2022,,B,C,03/29/2022,Complexity,Tupelo Hon E,1136,Lemon Drop Kid,"1880 Bloodstock, Agent, II",,1880 Bloodstock,KY,15,RNA,-14000,,,G,G,04/12/2024,3,139,
818,O,2022,,CH,C,05/09/2022,Gun Runner,Twiga,1137,Union Rags,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/12/2024,,,,,,
819,I,2022,,B,F,03/06/2022,Tiz the Law,Twirling Owen,1138,Twirling Candy,"Navas Equine, Agent",,Navas Equine,KY,15,Okada Stud,80000,,,10.1," 1/8",04/12/2024,2,107,
820,O,2022,,DB/BR,C,03/09/2022,Too Darn Hot (GB),Twist 'n' Shake (GB),1139,Kingman (GB),"Niall Brennan Stables, Agent XXVII",,Niall Brennan Stables,,8,OUT,,,04/07/2024,,,,,,
821,I,2022,,CH,F,04/17/2022,Munnings,Two Dozen Roses,1140,Super Saver,"de Meric Sales, Agent XXIX",,de Meric Sales,KY,12,"Jeffrey Bloom, Agent",70000,Y,,10.2," 1/8",04/12/2024,1,39,
822,I,2022,,DB/BR,C,04/09/2022,Maclean's Music,Two Sips,1141,Eskendereya,"McKathan Bros. Sales, Agent III",,McKathan Bros. Sales,KY,6,RNA,-12000,,,10.3," 1/8",04/12/2024,2,105,
